Country Name,Indicator Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Honduras,Forest area (% of land area),73,71,70,68,66,65,63,62,60,59,57,56,55,54,53,52,51,50,49,47,46,45,44,43
Honduras,CO2 emissions,2328.148247,2348.075373,2641.511038,2772.607037,3162.627731,3757.614767,3976.792062,4095.779837,4752.748585,4820.405278,4994.415545,5879.770795,6172.469303,6856.815687,7625.797728,7774.052941,7169.295578,8857.021728,8574.32732,8101.95607,8000.61335,8240.63027,8526.530422,8607.087679
Honduras,Electric power consumption (kWh per capita),371.78565,355.6798683,332.6539316,346.7441588,309.7802009,361.2861501,411.9074442,427.4288048,460.5996817,465.2848443,514.3294656,525.0102648,550.8538928,579.357663,581.1928654,621.6406225,636.2182888,695.0073993,721.2647755,689.2770487,684.8461628,738.8392758,711.0789618,720.9781453
Hong Kong,Forest area (% of land area),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Hong Kong,CO2 emissions,35124.5457,38071.43029,42503.1697,45021.49761,38548.23917,38555.93696,37245.82347,34781.18223,43355.28034,46276.92325,42126.24195,43339.68427,42043.61072,44705.53262,42758.70448,43089.69217,42551.37125,45582.52347,44572.17084,47753.21109,42418.10357,47367.41773,47415.60576,48412.54638
Hong Kong,Electric power consumption (kWh per capita),4177.929705,4401.251739,4507.887251,4698.695136,4835.470723,4849.823752,4915.701966,4968.486586,5325.733148,5268.145009,5446.661665,5549.945638,5647.899646,5713.882451,5782.560625,5878.441848,5882.807601,5907.349305,5883.037742,5950.83754,5973.349278,5959.895922,6027.450871,5933.634783
Hungary,Forest area (% of land area),20,20,20,20,21,21,21,21,21,21,21,22,22,22,22,22,22,22,23,22,23,23,23,23
Hungary,CO2 emissions,71518.99683,67994.34799,61166.53581,62200.94128,62157.81205,61592.27433,62924.63368,62092.85924,61463.85286,61819.51281,58377.26633,59661.40506,58819.14395,61477.82034,59278.02868,59607.12825,59834.13763,58243.1731,57167.53833,50899.52341,51804.27079,50044.42158,49084.0918,46349.78504
Hungary,Electric power consumption (kWh per capita),3426.551101,3223.918869,3116.012869,2995.986589,3025.71071,3066.522154,3162.374877,3188.381968,3215.679628,3321.406628,3309.283711,3426.722902,3545.170756,3637.278332,3680.168467,3771.364614,3882.490664,3976.518977,3988.767694,3773.153807,3876.491084,3898.823143,3922.1351,3890.294248
Iceland,Forest area (% of land area),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,CO2 emissions,2332.332541,2284.78055,2296.78327,2398.612489,2508.526299,2435.772431,2709.353033,2620.084852,2690.573932,2737.802179,2851.402894,2958.311143,3098.766056,3064.148592,3166.952074,3125.808272,3231.95409,3428.146098,3787.206331,3802.816928,3655.961566,3569.61953,3609.899868,3852.231638
Iceland,Electric power consumption (kWh per capita),16148.27372,15931.13962,16099.9322,16737.13148,17066.32183,17396.4736,17358.58037,18957.83541,21321.16024,24522.22755,26201.52558,26950.39443,27896.89868,27666.38689,28215.45225,27988.02968,31328.3868,36852.54489,50063.95433,51259.18763,51439.90869,52373.87701,53202.83366,54799.17471
India,Forest area (% of land area),22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,24,24,24
India,CO2 emissions,649204.8012,689961.172,730419.9031,761027.3708,812729.8866,871080.5481,918112.1564,956343.2382,969255.5184,1041538.891,1058746.231,1074862.854,1112588.126,1149556.559,1219402.599,1270039.969,1367405.907,1439191.695,1536649.845,1738106.312,1848709.855,1961663.331,2090857.369,2191277.023
India,Electric power consumption (kWh per capita),272.8997419,291.8029859,305.3875353,321.5660742,342.3165272,359.9000978,360.9460365,376.6451221,387.0335251,393.2069477,394.8025371,394.9535072,411.8229523,431.707988,452.8961733,469.3687485,510.7030141,543.3566224,562.9352825,601.5505835,643.8797543,698.4302265,724.4907458,765.0034087
Indonesia,Forest area (% of land area),65,64,63,62,61,60,59,58,57,56,55,55,55,54,54,54,54,53,53,53,52,52,51,51
Indonesia,CO2 emissions,159803.8283,172654.0194,180663.1504,197841.0805,210630.8287,235213.3437,248773.5219,272689.7899,275516.1422,292165.9801,294325.9689,315386.4835,322622.7417,352327.755,358055.2678,360664.0421,383592.8523,398802.0967,396353.6871,411643.8071,423416.2006,433102.9459,443625.1364,452744.484
Indonesia,Electric power consumption (kWh per capita),162.5028472,177.9327046,194.3097174,212.8271008,240.0176401,263.589399,297.1640369,331.2532644,331.0660685,356.9715487,390.3745529,411.4278341,417.4742658,428.8590606,474.4106299,500.7232933,516.1560922,546.3354795,570.3244549,594.3258002,636.5506814,680.6755789,718.6846598,787.6800174
Iran,Forest area (% of land area),6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7
Iran,CO2 emissions,202185.1423,223110.3806,238710.8503,238073.2946,271479.5381,276146.0323,288233.9271,301338.984,300790.1213,331679.8835,349926.613,364533.4644,380495.0397,402420.3521,431866.6777,465994.8772,500310.9598,534178.4781,544450.9591,565165.7849,568919.9636,578502.057,591310.3216,600055.1663
Iran,Electric power consumption (kWh per capita),944.1830002,1001.36086,1077.084008,1130.741355,1178.747514,1206.144728,1299.1906,1344.085548,1387.935579,1467.311961,1541.183059,1635.032578,1734.649398,1877.68689,1998.775193,2068.89082,2209.658892,2294.925107,2408.883643,2490.616795,2642.371546,2661.911349,2762.058236,2899.000803
Iraq,Forest area (% of land area),2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Iraq,CO2 emissions,66894.00356,54680.43778,76330.90333,100712.5637,111655.323,112311.0838,103520.6845,121144.1784,91508.45162,74533.5476,84635.22355,89443.9652,92915.73503,87214.54995,89073.88939,89148.54641,73198.15909,79651.82946,90416.35318,107855.9536,121819.9055,129929.9725,140741.1612,153828.6708
Iraq,Electric power consumption (kWh per capita),1304.463123,1092.302089,1305.789457,1321.209316,1369.314213,1414.944159,1371.682587,1355.059138,1313.464111,1273.996662,1236.916564,1238.107715,1264.322551,1040.677201,1201.95148,833.5642929,972.3280488,767.955066,747.1369779,1093.303532,1190.806474,1338.280528,1465.791434,1780.700392
Ireland,Forest area (% of land area),7,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11
Ireland,CO2 emissions,32384.89375,32910.26592,32863.26582,33096.4713,34329.23823,34798.60764,36204.88871,37491.8841,40022.58964,41517.88854,43737.34532,45944.55331,45119.71638,44698.33695,45683.67298,47439.15075,48862.70371,47670.66827,46992.01988,41849.69455,41717.39425,36961.84723,36363.64979,35409.19604
Ireland,Electric power consumption (kWh per capita),3767.529299,3897.873231,4104.900195,4185.097229,4351.064203,4525.275566,4787.890617,4976.632824,5201.610905,5433.864939,5796.055581,5896.939225,6035.686646,6092.548994,6168.398988,6241.715574,6351.099111,6218.768058,6340.733045,5947.909489,5910.983289,5661.168058,5665.703852,5701.897269
Israel,Forest area (% of land area),6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Israel,CO2 emissions,35180.93622,35832.51678,38364.11546,42067.95771,45029.30593,48087.32067,51252.22661,52904.54506,53485.25757,54928.62585,59256.96254,59247.61822,62497.60309,64256.37503,64121.01472,62015.59393,65166.70681,67549.87985,67915.94621,67102.27595,70420.85379,69826.78311,70928.60546,64888.98316
Israel,Electric power consumption (kWh per capita),4176.180258,3981.208325,4568.416943,4618.893746,4934.247083,5127.86294,5340.302178,5488.519534,5819.460727,5974.367347,6323.103832,6400.217425,6502.739726,6597.306307,6525.921574,6572.199535,6711.229567,7003.24508,7134.002846,6607.887143,6953.276667,6930.000773,7184.501612,6558.719524
Italy,Forest area (% of land area),26,26,26,27,27,27,27,28,28,28,28,29,29,29,30,30,30,30,30,31,31,31,31,31
Italy,CO2 emissions,428577.4615,427165.7054,423977.2992,417232.435,410983.141,436231.3509,431076.6042,434689.9051,445932.2971,453583.2791,459108.4567,456851.8547,465258.4262,482876.3641,492779.9484,492897.567,489492.7181,482151.3861,466538.9453,413512.4829,422824.7148,412038.6138,395145.2037,362512.3095
Italy,Electric power consumption (kWh per capita),4144.907442,4224.740106,4310.537968,4303.645312,4439.319253,4597.892598,4658.700157,4791.285246,4955.721944,5079.492406,5299.856479,5406.491722,5539.703837,5652.519542,5687.997573,5731.101557,5833.467297,5804.325964,5757.960611,5368.390567,5493.711037,5514.803615,5397.741477,5159.183655
Ivory Coast,Forest area (% of land area),32,32,32,32,32,32,32,32,32,32,32,33,33,33,33,33,33,33,33,33,33,33,33,33
Ivory Coast,CO2 emissions,2866.843199,2959.432618,2943.619371,3116.502263,3280.97137,3565.346064,4468.900477,5435.627102,5268.673849,7051.597052,6656.056277,6676.564045,7093.220514,5579.115682,5897.494671,6312.323011,6327.901098,6196.087823,6932.210754,6552.823243,7223.338293,7027.685939,7909.563146,8686.788033
Ivory Coast,Electric power consumption (kWh per capita),157.2426688,145.6237446,150.303823,141.7809705,144.1903301,173.8364965,159.5723945,170.1708704,185.3325706,174.6827825,173.3266142,182.0890326,177.1268798,175.4562592,175.0314394,173.7744325,184.3518194,190.1689795,199.1522324,204.3189532,219.3057946,200.9787144,239.7330268,252.3761139
Jamaica,Forest area (% of land area),32,32,32,32,32,32,32,32,32,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31
Jamaica,CO2 emissions,7508.200742,7465.321181,8258.83447,8407.554594,8488.570294,8782.137706,9161.707333,9373.16739,9872.472033,10138.15958,10214.10823,10281.63353,10225.37404,10524.13326,10582.12225,10617.09373,12296.77425,12211.83044,11744.68902,8275.69592,7904.188419,8336.520173,8265.853395,8775.856278
Jamaica,Electric power consumption (kWh per capita),878.6610879,723.1793959,1469.226312,1553.036758,1730.486398,2095.564516,2145.484144,2201.59751,2283.340765,2315.202372,2333.755183,2338.080625,2415.062711,2486.384132,2462.279032,2484.489906,2462.456305,2003.394578,1208.113673,1274.340957,1270.24287,1261.186782,1154.440589,1126.472509
Japan,Forest area (% of land area),68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
Japan,CO2 emissions,1158386.158,1166132.602,1168984.936,1159131.205,1218100.416,1233526.502,1244762.138,1239643.311,1200591.515,1238790.551,1257081.708,1242872.893,1285929.409,1286980.792,1286852.567,1293861.811,1289035.219,1310629.823,1226781.363,1163612.771,1219094.543,1258288.735,1293510.649,1312749.623
Japan,Electric power consumption (kWh per capita),6486.153946,6689.649051,6716.813304,6789.281814,7202.583206,7364.894491,7519.652982,7674.940701,7692.120253,7816.78262,7975.205569,7822.814179,7915.665581,7815.311859,8050.72753,8212.689692,8246.625057,8474.379106,8052.575685,7808.070474,8337.128133,7841.459492,7752.716025,7835.603937
Jordan,Forest area (% of land area),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jordan,CO2 emissions,10190.65546,10192.066,12095.61485,12559.05936,13165.29828,13865.60368,14303.47651,14726.0118,14945.32437,14962.23985,15595.04096,15693.64787,16736.37002,16532.44038,18579.21331,19910.40574,20223.1012,21104.60551,20665.46638,21174.6247,20657.85963,21157.27897,21891.38652,21990.77729
Jordan,Electric power consumption (kWh per capita),991.5279446,957.1411576,1060.11201,1084.346818,1116.777097,1177.734703,1227.936431,1237.336225,1308.281665,1340.963746,1385.638858,1424.263236,1509.029781,1554.177678,1674.519441,1706.362407,1818.915638,1938.388283,2015.628861,1993.341168,2055.873108,2093.228315,2129.259323,2103.860492
Kazakhstan,Forest area (% of land area),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kazakhstan,CO2 emissions,250695.1108,261426.7601,266406.0312,227169.1123,205542.3552,182849.6819,160436.5482,139184.7441,143412.1387,131693.8542,136944.6943,133701.4773,147013.8025,162321.4107,177660.8811,189279.513,216166.1274,225572.5069,259842.8417,232848.2928,249093.07,269958.1358,256771.1377,267584.9383
Kazakhstan,Electric power consumption (kWh per capita),5905.00367,5641.834595,5354.491838,4541.830801,4340.735396,4041.129956,3636.627647,3173.793049,2948.783449,2838.34344,3169.523341,3512.035501,3558.327279,3768.792821,3859.192559,4012.073919,4261.212572,4487.28613,4689.166773,4447.357843,4728.095887,4892.912796,5180.858682,4892.495131
Kenya,Forest area (% of land area),8,8,8,8,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8
Kenya,CO2 emissions,6409.679202,6159.328084,6217.380037,6129.343635,6104.259639,6609.508977,7230.516175,6889.60073,7419.498833,7657.336273,8517.103658,7951.285187,7725.763601,6876.878848,7913.480298,8834.018964,9863.738489,9865.178256,10407.58755,12203.12592,13233.30752,13548.39422,13122.80205,14444.34273
Kenya,Electric power consumption (kWh per capita),124.966791,126.3096893,126.2097902,128.6750811,126.1270586,127.4977364,129.9970298,127.902665,128.9717498,119.6320679,107.4170906,117.4078751,116.787053,122.6786179,130.2360859,132.7900277,140.9633987,144.8838057,144.4915839,145.6073783,154.0852949,155.0219008,156.8061361,167.7161092
Kiribati,Forest area (% of land area),15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Kiribati,CO2 emissions,19.80347302,23.57088767,21.18357104,21.2737223,20.62173322,22.21845194,25.11485779,21.87022666,23.18528581,22.33716038,28.56807592,29.21646673,26.44907076,27.68038814,28.41167792,28.14952342,27.24252317,24.01553107,26.99002867,31.26763458,35.05825218,38.04114222,39.84518461,42.47748149
Kiribati,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Kuwait,Forest area (% of land area),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,CO2 emissions,32046.496,11488.80178,26594.64777,33602.10763,39854.94944,39480.7471,38786.02456,40809.64948,45687.71003,49418.8711,53903.21722,57063.98605,59755.21164,62392.26659,65497.4396,74137.95469,76762.72992,76636.15021,80651.68517,86955.44303,86836.47303,90309.89091,92098.4132,91235.38659
Kuwait,Electric power consumption (kWh per capita),8368.822711,5027.128558,-1,-1,-1,12897.73987,13842.67473,14104.61994,15108.87209,15164.97298,14909.2756,15339.52891,15846.51959,16900.8198,16949.29337,17126.22879,17648.0583,16860.53405,16720.94304,16173.92216,16387.13595,15551.77065,15721.80919,14910.58353
Kyrgyzstan,Forest area (% of land area),4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,3,3,3
Kyrgyzstan,CO2 emissions,23588.01353,21194.77297,13861.67669,10157.61971,6616.655473,4657.668139,5832.288232,5764.627024,6101.138267,4859.140552,4740.551592,4004.730033,5006.643631,5624.648412,5565.095801,4148.282696,4001.519844,4975.471253,5369.567573,4099.540597,4963.303082,5173.556363,7289.837586,6976.713874
Kyrgyzstan,Electric power consumption (kWh per capita),2330.570231,2322.340712,2328.254418,1914.229415,1896.303515,2074.37944,1965.690087,1802.870284,1684.000839,1795.306173,1696.064021,1445.875715,1365.94065,1644.359844,1417.908986,1374.307519,1377.433696,1456.229595,1378.720364,1323.723367,1371.721214,1649.258332,1809.102582,1887.020071
Laos,Forest area (% of land area),76,76,75,75,75,74,74,73,73,72,72,72,72,72,73,73,74,75,76,76,77,78,79,80
Laos,CO2 emissions,1364.375774,1363.100418,1249.341716,1133.630677,1520.599494,1338.484349,1384.546998,1539.296558,1528.378831,1569.576377,1318.553867,1353.466849,1305.096513,1336.110494,1441.943895,1496.622789,1689.01184,1688.239402,1903.204228,2439.789603,2832.231091,3068.344009,3263.276732,3436.019403
Laos,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Latvia,Forest area (% of land area),51,51,51,51,51,52,52,52,52,52,52,52,52,53,53,53,53,53,54,54,54,54,54,54
Latvia,CO2 emissions,20318.64955,18507.28721,14706.47944,12401.62497,10891.287,9553.358094,9603.724468,8967.099517,8588.592038,7912.33854,7296.11539,7652.357772,7605.648062,7839.210995,7866.973745,7980.936241,8424.591555,8799.436174,8294.767879,7545.085003,8545.594987,7791.80141,7797.175164,7768.709101
Latvia,Electric power consumption (kWh per capita),3396.728161,3285.317445,2638.90897,2048.149058,1973.228518,1997.138093,1992.900926,2056.435022,2129.858727,2072.803727,2082.321387,2213.360603,2307.186518,2493.930169,2607.45996,2777.38198,2966.609973,3169.077295,3213.12144,3026.611489,3229.951062,3264.05332,3587.932866,3472.541385
Lebanon,Forest area (% of land area),13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Lebanon,CO2 emissions,5968.640742,7404.033791,7953.620278,11354.14231,12478.90137,14460.95788,15023.41117,16490.53886,16368.32173,16863.58041,15223.74495,16429.76447,16363.94459,16387.64871,16586.69224,16502.93621,15557.42176,14132.45436,17731.66534,21486.44287,20542.98066,20879.72294,21084.31637,20986.25538
Lebanon,Electric power consumption (kWh per capita),517.9393856,1017.267018,1194.598755,1366.490374,1481.184154,1561.610942,2116.917955,2507.530676,3031.188583,2996.837481,2985.429841,2946.53819,3010.353572,2963.692204,2847.845776,2810.729734,2694.821176,2796.770765,2967.594453,3141.513752,3478.777337,3340.158695,2797.782488,3194.066945
Lesotho,Forest area (% of land area),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
Lesotho,CO2 emissions,138.1759996,159.8948917,157.9705976,160.6313394,183.9260377,193.4883581,192.2895097,221.9301201,207.0819099,224.9469666,226.6367539,233.4738217,225.911745,239.1989646,239.8659545,236.9631507,237.7981789,255.670145,267.6441608,256.0738561,277.0031261,288.9307668,296.0015837,304.0309316
Lesotho,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Liberia,Forest area (% of land area),51,51,51,50,50,50,49,49,49,48,48,48,47,47,47,47,46,46,46,45,45,45,44,44
Liberia,CO2 emissions,387.4316915,319.7776281,296.0866027,299.1142188,281.9313214,295.8097586,310.843531,370.8301579,371.7996857,403.7986921,426.6349432,474.1260239,472.8725951,506.587602,517.6874805,566.8415735,584.0930751,627.9007418,642.8985324,616.1808301,669.6611564,700.4427274,728.1792152,772.2877223
Liberia,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Libya,Forest area (% of land area),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,CO2 emissions,35891.16585,35466.77534,36266.33066,38562.54003,44265.48285,47555.76312,50524.55504,47173.45849,47053.325,45714.9203,48476.07564,48394.65249,49933.64236,53538.49009,53773.48375,54919.63276,54711.15167,52372.76815,53735.02402,61075.33403,63876.69097,41653.98146,53182.50823,52400.48844
Libya,Electric power consumption (kWh per capita),1590.571521,1674.293932,1773.620886,1832.932859,1846.833594,1796.153583,1811.326312,1822.7397,2114.57102,2189.341013,2230.356227,2261.848685,2778.552467,2953.736794,3109.995329,3426.157489,3779.318924,3765.665624,4354.059156,3977.334957,4223.632263,3552.271616,4386.476564,3922.765879
Lithuania,Forest area (% of land area),31,31,31,31,32,32,32,32,32,32,32,33,33,33,34,34,34,34,34,34,35,35,35,35
Lithuania,CO2 emissions,34954.11927,36903.03208,20825.06269,16141.66711,15540.87483,14824.49126,15307.62625,14817.09237,15630.92976,13120.37213,11436.12494,12160.70241,12260.18776,12256.27718,12877.37435,13616.14504,13956.81402,15070.32892,14990.80286,12616.25107,13424.94309,13515.87842,13832.97167,12751.97839
Lithuania,Electric power consumption (kWh per capita),4023.43207,4022.532662,3166.929451,2494.424475,2498.944532,2538.644546,2735.441037,2727.727637,2825.884653,2702.428156,2516.905098,2695.906268,2848.913483,3087.655148,3196.849344,3187.03108,3353.304327,3564.206785,3733.626495,3622.290317,3470.78503,3529.918778,3607.703798,3663.671197
Luxembourg,Forest area (% of land area),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,33,33,33,33,33,33,33,33,33,33,33,33,33
Luxembourg,CO2 emissions,11659.52644,12113.41175,11765.64197,11997.32765,11114.38876,8872.123978,8931.430383,8405.570356,7748.386276,8109.897964,8703.143265,9279.282925,9969.444427,10393.90026,11824.58563,12045.8101,11873.56263,11276.5934,11163.05487,10537.70709,11147.22428,11016.58734,10636.4412,10034.17863
Luxembourg,Electric power consumption (kWh per capita),13667.67055,14087.8553,12927.90208,12632.24102,13665.07415,14920.77088,14629.73022,15134.10418,15460.32494,14990.41756,15668.11827,15616.32977,15980.2768,16258.88449,16300.11242,15644.14672,16456.60412,16352.3218,15937.78778,14425.96473,16829.96254,15586.08423,14703.94353,14193.16843
Macao,Forest area (% of land area),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Macao,CO2 emissions,656.7603029,638.4217122,638.0638486,732.2925722,601.0814095,727.0790425,904.1675111,1011.436729,1255.998934,1276.240274,1326.811188,1540.02623,1565.811116,1634.286415,2018.008416,2076.692058,1908.722242,1889.774524,1930.777362,1971.699436,2130.36776,2296.556878,2342.208177,2497.306973
Macao,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Macedonia,Forest area (% of land area),36,36,36,36,37,37,37,37,37,37,38,38,38,38,38,38,39,39,39,39,40,40,40,40
Macedonia,CO2 emissions,11165.09422,9874.59593,8752.075437,8986.990825,8719.055202,8662.656725,10203.65099,9187.771904,10090.19889,9320.637676,9008.16832,9192.835569,8666.441122,9416.029449,9174.294495,9643.612776,9648.323056,10327.97486,10117.66617,9092.920109,9130.278465,10132.10857,9820.43691,9840.943385
Macedonia,Electric power consumption (kWh per capita),2667.5323,2714.666339,2984.269863,2639.28783,2744.144794,2839.966748,2967.365112,3041.112654,3114.539456,2891.922523,2928.355196,2830.452343,2783.054814,3138.683189,3172.027291,3403.015526,3476.723342,3646.242347,3697.81819,3438.210324,3588.462808,3895.17728,3689.706998,3556.500396
Madagascar,Forest area (% of land area),24,23,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,21
Madagascar,CO2 emissions,922.9881361,1077.785051,1095.313965,1134.841468,1336.349638,1438.182024,1464.1228,1682.21596,1518.228358,1578.341179,1710.632778,1861.976331,1837.618713,1942.5197,2003.601393,2049.812157,2138.444115,2371.713892,2449.539738,2405.36175,2609.081869,2730.66601,2810.477529,2884.564413
Madagascar,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Malawi,Forest area (% of land area),41,41,41,40,40,40,39,39,39,38,38,37,37,37,36,36,36,35,35,35,34,34,34,34
Malawi,CO2 emissions,658.919859,786.0565038,785.1375514,779.070758,925.2467265,970.6709865,964.064527,1143.954119,1018.989775,1078.757227,1043.155304,1104.692981,1129.386653,1149.325786,1194.937404,1233.487551,1275.876409,1348.95038,1433.560976,1420.539028,1508.354263,1546.142371,1573.080899,1666.336479
Malawi,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Malaysia,Forest area (% of land area),68,68,68,67,67,67,67,66,66,66,66,65,65,64,64,64,64,65,66,67,67,67,67,67
Malaysia,CO2 emissions,54959.02117,65531.80809,68615.54211,74515.82197,80054.89993,86171.8623,98361.02557,105387.5813,103866.8167,113710.5185,124435.8046,129316.0017,140064.2916,149185.4896,164348.1917,175956.2467,183251.8365,200816.5642,213612.7742,192125.4792,205447.6301,212223.8289,215642.8188,232041.4002
Malaysia,Electric power consumption (kWh per capita),1145.839814,1253.404961,1404.239587,1516.895641,1764.922009,1981.580646,2162.845463,2444.089072,2497.838817,2620.686637,2720.493463,2733.920035,2798.174918,2894.679141,2967.705781,2861.98035,3058.441655,3271.642877,3290.753435,3952.638473,4158.573232,4113.81806,4345.471047,4511.974259
Maldives,Forest area (% of land area),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Maldives,CO2 emissions,57.05299086,57.3523185,55.4907868,64.8972962,112.5952942,161.505724,170.0394333,142.483367,164.9788807,178.1248978,280.2662166,316.5128785,401.4054228,462.4940355,513.9196704,538.6314978,614.0839005,630.4021707,679.8366373,681.1314498,817.4295132,889.9181229,929.5480441,991.1304247
Maldives,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Mali,Forest area (% of land area),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4
Mali,CO2 emissions,522.2284573,607.460372,624.0950339,642.500737,826.3816447,875.7813699,882.1461183,1035.170776,919.0642979,954.8473197,918.1833835,978.4495137,975.9040365,1060.122114,1062.137948,1075.319334,1107.761365,1222.721443,1284.965977,1278.890215,1389.475535,1444.018569,1493.515048,1533.821921
Mali,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Malta,Forest area (% of land area),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malta,CO2 emissions,2320.792821,2216.990131,2174.856802,2812.181599,2513.441695,2384.570631,2329.8173,2475.449554,2382.213337,2415.877684,2133.229728,2493.216766,2322.518653,2611.916498,2605.131418,2732.628172,2603.076462,2755.48409,2592.388426,2478.169536,2468.110149,2492.432555,2431.942054,2340.533778
Malta,Electric power consumption (kWh per capita),2823.502838,3659.214988,3792.282567,3783.890497,3804.95786,3995.324391,3863.832116,3904.209617,4002.479365,4288.802193,4410.496037,4292.315051,4500.3523,4872.272205,4797.292583,4912.90976,4897.510042,4873.083467,4836.593963,4434.186633,4634.409951,4742.137277,4870.605905,4735.765541
Mauritania,Forest area (% of land area),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,CO2 emissions,483.7251613,575.5873433,1331.517173,1314.087871,991.6556148,1073.773985,980.2095295,1040.542121,1111.334445,1129.829271,1301.883077,1410.314338,1420.420257,1483.45254,1590.955121,1635.895925,1862.771438,1977.065732,1991.66767,1967.871264,2178.465002,2266.965297,2360.514857,2433.23409
Mauritania,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Mauritius,Forest area (% of land area),20,20,20,20,20,20,20,21,21,21,21,20,20,20,19,19,19,19,19,19,19,19,19,19
Mauritius,CO2 emissions,954.7787507,1058.910231,1087.47834,1046.237869,739.2140017,807.3615854,847.680872,931.1358251,974.71181,1049.220561,1468.885744,1770.31878,1619.983209,1714.403674,2144.881652,2266.680019,2447.542261,2553.376186,2734.730205,2702.456555,2863.101189,2980.434674,3009.772508,3092.619776
